ID,NAME,PROVINCECODE,PROVINCE,CITYCODE,CITY,COUNTYCODE,COUNTY,TYPE,TYPECODE,ADDRESS,XGCJ,YGCJ,XWGS,YWGS,RATE,COST
B001B0A44F,武汉市汉南育才中学,420000,湖北省,027,武汉市,420113,汉南区,科教文化服务;学校;中学,141202,汉南大道1071,114.085052,30.323415,114.079330817,30.3257676424,3.0,
B001B0A9PV,泡桐镇中心小学,420000,湖北省,027,武汉市,420116,黄陂区,科教文化服务;学校;小学,141203,古桐路与泡桐大道交叉口西150米,114.204654,31.074649,114.199121198,31.0768202081,3.0,
B001B0AEAT,双柳街中心小学,420000,湖北省,027,武汉市,420117,新洲区,科教文化服务;学校;小学,141203,古龙村村委会,114.658645,30.58518,114.653522125,30.5877591798,,
B001B0B2GB,江岸区英才幼儿园(江大路),420000,湖北省,027,武汉市,420102,江岸区,科教文化服务;学校;幼儿园,141204,蔡家田江大路254号,114.278947,30.618837,114.273527012,30.621273742,0.0,
B001B0BBYS,武汉天姿美容美发化妆学校,420000,湖北省,027,武汉市,420102,江岸区,科教文化服务;学校;职业技术学校,141206,丹水池汉堤路菜园街1号,114.335357,30.644822,114.329860786,30.647154462,,
B001B0I0JP,武汉市三店学校,420000,湖北省,027,武汉市,420112,东西湖区,科教文化服务;学校;中学,141202,啤砖路80号,114.146656,30.649116,114.14099956,30.6514171902,3.5,
B001B0I1GJ,南京路幼儿园(汉口花园园区店),420000,湖北省,027,武汉市,420102,江岸区,科教文化服务;学校;幼儿园,141204,青松路9号,114.26806640625,30.631288528442383,114.26264953613281,30.633729934692383,0.0,
B001B0I6M6,武昌区教育局东亭幼儿园,420000,湖北省,027,武汉市,420106,武昌区,科教文化服务;学校;幼儿园,141204,水果湖街办事处中北路东亭小区,114.358198,30.566420,114.35267477,30.5687434736,0.0,
B001B0I6XG,武汉科技大学学生工作部,420000,湖北省,027,武汉市,420111,洪山区,科教文化服务;学校;高等院校,141201,黄家湖西路10(武汉科技大学黄家湖校区),114.263500,30.436979,114.258099898,30.4394867145,,
B001B0I72L,汉口学院-音乐学院,420000,湖北省,027,武汉市,420115,江夏区,科教文化服务;学校;高等院校,141201,文化大道299号,114.319472,30.417586,114.314021275,30.4200227733,,
B001B0I744,湖北经济管理大学学术报告厅,420000,湖北省,027,武汉市,420111,洪山区,科教文化服务;学校;高等院校,141201,民族大道164附近,114.39653778076172,30.497125625610352,114.39099884033203,30.499433517456055,,
B001B0I754,武汉纺织大学艺术与设计学院,420000,湖北省,027,武汉市,420111,洪山区,科教文化服务;学校;高等院校,141201,阳光大道1号武汉纺织大学,114.399711,30.485382000000001,114.394172415,30.487693728299998,,
B001B0I75H,武汉职业技术学院院部办公楼,420000,湖北省,027,武汉市,420111,洪山区,科教文化服务;学校;高等院校,141201,关山大道369号武汉职业技术学院图书馆附近,114.41312408447266,30.485034942626953,114.4075927734375,30.487348556518555,,
B001B0I79Y,湖北经济学院群贤楼,420000,湖北省,027,武汉市,420115,江夏区,科教文化服务;学校;学校,141200,藏龙岛科技园区洋湖大道特1号,114.439543,30.419865999999999,114.434063595,30.4222246456,,
B001B0I7BB,武汉工程大学工程实践教学中心焊接车间,420000,湖北省,027,武汉市,420115,江夏区,科教文化服务;学校;高等院校,141201,金融港一路,114.429655,30.462189,114.424151322,30.4645234733,,
B001B0IFRF,武汉工程大学,420000,湖北省,027,武汉市,420111,洪山区,科教文化服务;学校;高等院校,141201,卓刀泉街道雄楚大街693号,114.390524,30.502121,114.384982763,30.5044307466,4.5,
B001B05308,湖北啤酒学校,420000,湖北省,027,武汉市,420111,洪山区,科教文化服务;学校;职业技术学校,141206,石牌岭路东二路5号,114.344693,30.522640,114.339192642,30.5250012409,3.0,
B001B055CC,长江职业学院,420000,湖北省,027,武汉市,420111,洪山区,科教文化服务;学校;职业技术学校,141206,南湖路周家湾168号,114.329220,30.488368,114.323747384,30.4907685781,3.0,
B001B06041,武汉市关山中学,420000,湖北省,027,武汉市,420111,洪山区,科教文化服务;学校;中学,141202,雄楚大道1062号,114.408709,30.496435,114.403174592,30.4987442967,4.0,
B001B06UTT,武汉船舶职业技术学院,420000,湖北省,027,武汉市,420105,汉阳区,科教文化服务;学校;职业技术学校,141206,琴台大道铁桥南村2号,114.23561,30.568058,114.230180085,30.5705265888,3.5,
B001B070NU,晶晶幼儿园(西马北路),420000,湖北省,027,武汉市,420103,江汉区,科教文化服务;学校;幼儿园,141204,香港路276-附3(长安花园北),114.279827,30.609277,114.274407307,30.6117166871,0.0,
B001B07FHQ,湖北省工会干部学校,420000,湖北省,027,武汉市,420106,武昌区,科教文化服务;学校;成人教育,141205,张之洞路234附15号,114.308206,30.533155,114.30276245,30.5355810639,3.5,
B001B08AV1,武昌文华中学,420000,湖北省,027,武汉市,420106,武昌区,科教文化服务;学校;中学,141202,粮道街71号,114.304454,30.549194,114.299014313,30.5516211646,4.5,
B001B08I8W,硚口区义烈巷幼儿园,420000,湖北省,027,武汉市,420104,硚口区,科教文化服务;学校;幼儿园,141204,义烈巷1号,114.259186,30.565206,114.253774289,30.5676775892,0.0,
B001B08L7Q,武汉市第六十八中学,420000,湖北省,027,武汉市,420103,江汉区,科教文化服务;学校;中学,141202,万松园路32号,114.269785,30.582873,114.264371829,30.5853321854,4.5,
B001B08W1E,湖北省广播电视学校,420000,湖北省,027,武汉市,420105,汉阳区,科教文化服务;学校;成人教育,141205,十里铺高家咀特1号,114.208987,30.548218,114.20351051,30.5506676676,,
B001B08W4Z,湖北省农科院金水子弟学校,420000,湖北省,027,武汉市,420115,江夏区,科教文化服务;学校;学校,141200,农科院金水子弟学校,114.147312,30.287967,114.141689063,30.2903653091,3.0,
B001B0901A,武汉市江岸区模范路小学,420000,湖北省,027,武汉市,420102,江岸区,科教文化服务;学校;小学,141203,模范路68号,114.29198455810547,30.597316741943359,114.28656005859375,30.59974479675293,,
B001B0A5K3,华中师大一附中初中部,420000,湖北省,027,武汉市,420111,洪山区,科教文化服务;学校;中学,141202,卓刀泉路281号,114.382392,30.506207,114.376852567,30.5085209215,4.0,
B001B0IOWX,武汉市卫生学校,420000,湖北省,027,武汉市,420104,硚口区,科教文化服务;学校;职业技术学校,141206,宝丰街63号,114.266314,30.577585,114.260901796,30.5800485441,3.0,
B001B0IQW4,武汉大学工学部(洪波门),420000,湖北省,027,武汉市,420106,武昌区,科教文化服务;学校;高等院校,141201,东湖南路中科院水生所附近武汉大学工学部,114.366226,30.545386,114.360695324,30.5477051177,,
B001B0IR08,武汉理工大学鉴湖四教学楼,420000,湖北省,027,武汉市,420111,洪山区,科教文化服务;学校;高等院校,141201,工大路25号,114.346200,30.514857,114.340698028,30.5172179803,,
B001B0IR25,华中师范大学外国语学院,420000,湖北省,027,武汉市,420111,洪山区,科教文化服务;学校;高等院校,141201,珞瑜路152号华中师范大学内,114.359145,30.519666999999998,114.353624658,30.522004820999999,3.0,
B001B0IRVB,武汉大学教育科学学院,420000,湖北省,027,武汉市,420106,武昌区,科教文化服务;学校;高等院校,141201,八一路299号武汉大学工学部内,114.360243,30.542869,114.354719289,30.5451975652,,
B001B0ISXX,武汉市江夏区第一小学幼儿园,420000,湖北省,027,武汉市,420115,江夏区,科教文化服务;学校;幼儿园,141204,兴才路34号,114.322305,30.344702,114.31685601,30.3471465593,0.0,
B001B0IVCS,武汉市钢城第八中学,420000,湖北省,027,武汉市,420107,青山区,科教文化服务;学校;中学,141202,三弓路23号,114.37260437011719,30.6163330078125,114.3670654296875,30.618618011474609,4.0,
B001B0IWGK,武汉十六中翔宇分校,420000,湖北省,027,武汉市,420102,江岸区,科教文化服务;学校;中学,141202,球场村8号,114.294329,30.598533,114.288897592,30.600958187,3.0,
B001B0IWMY,武汉市钢城第十一中学,420000,湖北省,027,武汉市,420107,青山区,科教文化服务;学校;中学,141202,27街坊工业三路34号,114.398969,30.626847,114.393417793,30.6291092186,4.5,
B001B0IZF2,武汉市新洲区第一中学,420000,湖北省,027,武汉市,420117,新洲区,科教文化服务;学校;中学,141202,邾城街188号,114.815374,30.848451,114.810172635,30.8508510674,,
B001B0IZSA,武汉黄陂二中,420000,湖北省,027,武汉市,420116,黄陂区,科教文化服务;学校;中学,141202,[],114.240558,31.01848,114.235094763,31.0207175564,,
B001B0J01D,天一街小学,420000,湖北省,027,武汉市,420103,江汉区,科教文化服务;学校;小学,141203,天一后街92,114.279635,30.573865,114.274218476,30.5763185381,,
B001B0J091,武汉经济技术开发区第二初级中学,420000,湖北省,027,武汉市,420114,蔡甸区,科教文化服务;学校;中学,141202,沌口路535号,114.176727,30.464439,114.171171969,30.4668595437,3.0,
B001B0J0AI,龙泉中学,420000,湖北省,027,武汉市,420115,江夏区,科教文化服务;学校;中学,141202,兴龙街与004县道交叉口北,114.534702,30.391121,114.529549536,30.3937371846,3.0,
B001B0J0EP,石门中学,420000,湖北省,027,武汉市,420116,黄陂区,科教文化服务;学校;中学,141202,天才街与014乡道交叉口北150米,114.297693,31.152879,114.292209308,31.155002909,3.0,
B001B0JGRH,武汉音乐学院幼儿园,420000,湖北省,027,武汉市,420106,武昌区,科教文化服务;学校;幼儿园,141204,解放路255号14栋附近,114.293496,30.537207,114.288070789,30.5396556472,,
B001B0JKGU,五公小学,420000,湖北省,027,武汉市,420114,蔡甸区,科教文化服务;学校;小学,141203,S15汉蔡高速,113.866594,30.459741,113.861089983,30.4624122225,,
B001B0JKZK,黄陂蔡店联望小学,420000,湖北省,027,武汉市,420116,黄陂区,科教文化服务;学校;小学,141203,刘家山公路附近,114.257686,31.283006,114.252211261,31.2851089414,,
B001B0JL98,武汉盘龙城经济开发区第二小学,420000,湖北省,027,武汉市,420116,黄陂区,科教文化服务;学校;小学,141203,巨龙大道211号,114.229576,30.73229,114.224123357,30.7346830151,,
B001B0JLXC,三里桥中学,420000,湖北省,027,武汉市,420116,黄陂区,科教文化服务;学校;中学,141202,三里镇银湖大街,114.426261,30.780392,114.420723501,30.7825929313,3.0,
B001B0JNKO,武汉铁路职业技术学院,420000,湖北省,027,武汉市,420115,江夏区,科教文化服务;学校;职业技术学校,141206,藏龙岛藏龙大道1号,114.409663,30.431643,114.404135019,30.4339694253,4.0,
B001B0JO43,洪山区毛坦小学,420000,湖北省,027,武汉市,420111,洪山区,科教文化服务;学校;小学,141203,张家湾街毛坦村(村委会旁)东北方向103米,114.29658508300781,30.482448577880859,114.29116058349609,30.484909057617188,3.0,
B001B0ATGQ,武汉市第四十五中学,420000,湖北省,027,武汉市,420106,武昌区,科教文化服务;学校;中学,141202,文明路74号,114.294687,30.539212,114.28926031,30.5416582133,3.5,
B001B0B9HN,武汉商贸职业技术学校(汉口校区),420000,湖北省,027,武汉市,420103,江汉区,科教文化服务;学校;职业技术学校,141206,唐家墩街办事处香江路11号,114.27888488769531,30.606115341186523,114.27346038818359,30.608556747436523,3.5,
B001B0BDR9,五洲双语幼儿园,420000,湖北省,027,武汉市,420103,江汉区,科教文化服务;学校;幼儿园,141204,常青二垸160号,114.258035,30.628851,114.252617508,30.6312981395,0.0,
B001B0JZM9,江夏区齐心小学,420000,湖北省,027,武汉市,420115,江夏区,科教文化服务;学校;小学,141203,北华街,114.337471,30.355625,114.331996442,30.3580389995,,
B001B0K12M,湖北第二师范学院(汤逊湖校区),420000,湖北省,027,武汉市,420115,江夏区,科教文化服务;学校;高等院校,141201,经济开发区藏龙岛办事处中洲大道98,114.40304565429687,30.372819900512695,114.39751434326172,30.375156402587891,3.0,
B001B0K37F,东西湖区老龄委老干局老年大学,420000,湖北省,027,武汉市,420112,东西湖区,科教文化服务;学校;成人教育,141205,吴祁街17号,114.139839,30.625484,114.134167229,30.627784625,3.5,
B001B0HZRU,金太阳幼儿园(群益大街),420000,湖北省,027,武汉市,420116,黄陂区,科教文化服务;学校;幼儿园,141204,群益大街李佳建材东70米,114.429406,30.962116,114.423858003,30.9642169721,,
B001B0I65X,华中师范大学理科大楼,420000,湖北省,027,武汉市,420111,洪山区,科教文化服务;学校;学校,141200,珞瑜路152号,114.363546,30.518582,114.358020553,30.5209136251,3.0,
B001B0I6P7,武昌区首义路小学,420000,湖北省,027,武汉市,420106,武昌区,科教文化服务;学校;小学,141203,首义新村147号附近,114.308156,30.538018,114.302712102,30.5404425427,,
B001B0I6RD,湖北商贸学院教学楼,420000,湖北省,027,武汉市,420111,洪山区,科教文化服务;学校;学校,141200,雄楚大街634号湖北商贸学院,114.37772099999999,30.50149,114.37218448500001,30.503809565699999,,
B001B0I6SO,武汉工程大学2教学楼,420000,湖北省,027,武汉市,420111,洪山区,科教文化服务;学校;学校,141200,雄楚大道693号,114.389167,30.504060,114.383625751,30.5063698872,,
B001B0I72W,武汉东湖学院-计算机中心,420000,湖北省,027,武汉市,420115,江夏区,科教文化服务;学校;高等院校,141201,南一路与厚德大道交叉口东200米,114.317988,30.421395,114.312539295,30.423833739,3.5,
B001B0I7BY,武汉东湖新技术开发区泉井中学,420000,湖北省,027,武汉市,420111,洪山区,科教文化服务;学校;中学,141202,左庙路东湖新技术开发区泉井中学,114.609043,30.481847999999999,114.603995457,30.4845253025,3.0,
B001B0I7OF,北京四中网校(武汉分校),420000,湖北省,027,武汉市,420106,武昌区,科教文化服务;学校;学校,141200,武珞路282思特大厦7层708室,114.333979,30.532387,114.32849480100001,30.534765029900001,,
B001B0K5HG,银湖翡翠幼儿园,420000,湖北省,027,武汉市,420112,东西湖区,科教文化服务;学校;幼儿园,141204,金银湖街金山大道178号,114.215066,30.636713,114.209595175,30.6391363928,0.0,
B001B0K6LI,欣阳光艺术幼儿园,420000,湖北省,027,武汉市,420117,新洲区,科教文化服务;学校;幼儿园,141204,G70福银高速独屋小学附近,114.593203,30.783222,114.588130146,30.7857756998,,
B001B0K6N3,团结小学,420000,湖北省,027,武汉市,420116,黄陂区,科教文化服务;学校;小学,141203,李集镇泡桐街,114.262716,31.019945,114.257265385,31.0221800144,3.0,
B001B0K6QP,黄陂区李集镇立新小学,420000,湖北省,027,武汉市,420116,黄陂区,科教文化服务;学校;小学,141203,零三四乡道与零七六乡道交叉口东北200米,114.270792,30.994678,114.265342847,30.9969225581,3.0,
B001B15SMD,武汉市铁四院学校,420000,湖北省,027,武汉市,420106,武昌区,科教文化服务;学校;中学,141202,和平大道745号,114.344464,30.604508,114.338956868,30.6068403257,3.5,
B001B15UU8,江夏区乌龙泉中学,420000,湖北省,027,武汉市,420115,江夏区,科教文化服务;学校;中学,141202,乌龙泉街,114.33491516113281,30.260198593139648,114.32945251464844,30.262628555297852,,
B001B15VBU,武汉市江夏区安山中学,420000,湖北省,027,武汉市,420115,江夏区,科教文化服务;学校;中学,141202,安山街马安路,114.302547,30.158448,114.297143315,30.16094306,3.0,
B001B15YBB,武汉市新洲区团上幼儿园,420000,湖北省,027,武汉市,420117,新洲区,科教文化服务;学校;幼儿园,141204,团上村,114.938588,30.808220,114.933472337,30.8107258432,,
B001B16075,尤庙小学,420000,湖北省,027,武汉市,420111,洪山区,科教文化服务;学校;小学,141203,四号公路,114.464269,30.546,114.45884854,30.5483751949,,
B001B161W6,湖泗小学,420000,湖北省,027,武汉市,420115,江夏区,科教文化服务;学校;小学,141203,湖泗街113号,114.461828,30.016851,114.45644485,30.019285128,,
B001B0IG02,帽子小学,420000,湖北省,027,武汉市,420116,黄陂区,科教文化服务;学校;小学,141203,154乡道,114.4228,31.195988,114.417220054,31.1979529275,,
B001B0IJAU,吕锡三小学,420000,湖北省,027,武汉市,420102,江岸区,科教文化服务;学校;小学,141203,安静村9,114.289662,30.589862,114.284236166,30.5922972222,,
B001B0IN30,湖北省通用技术学校,420000,湖北省,027,武汉市,420105,汉阳区,科教文化服务;学校;职业技术学校,141206,郭茨口路(鑫瑞小城故事北),114.199898,30.57522,114.194397159,30.5776465313,,
B001B0INV8,福建街小学,420000,湖北省,027,武汉市,420103,江汉区,科教文化服务;学校;小学,141203,福建街3,114.284268,30.570979,114.278848497,30.5734282808,,
B001B16GXW,湖北生物科技职业学院南湖校区(东区),420000,湖北省,027,武汉市,420111,洪山区,科教文化服务;学校;高等院校,141201,野芷湖1号,114.346079,30.461268,114.34058186199999,30.4636443982,,
B001B16HCO,江岸区小太阳幼儿园,420000,湖北省,027,武汉市,420102,江岸区,科教文化服务;学校;幼儿园,141204,堤角前街3号8单元,114.344712,30.660298,114.339199618,30.6626062814,0.0,
B001B16KT7,武汉大学生命科学学院,420000,湖北省,027,武汉市,420106,武昌区,科教文化服务;学校;高等院校,141201,珞珈山街办事处八一路299号,114.360868,30.533153,114.355344383,30.5354838631,4.5,
B001B16L66,中国地质大学材料与化学学院,420000,湖北省,027,武汉市,420111,洪山区,科教文化服务;学校;高等院校,141201,鲁磨路388中国地质大学东区,114.401514,30.516820,114.39597338,30.5191222622,,
B001B16LJM,中国地质大学附属学校中学部,420000,湖北省,027,武汉市,420111,洪山区,科教文化服务;学校;高等院校,141201,鲁磨路388号中国地质大学,114.407837,30.521381,114.40229974,30.5236824724,,
B001B16LUR,湖北大学幼儿园,420000,湖北省,027,武汉市,420106,武昌区,科教文化服务;学校;幼儿园,141204,徐家棚街办事处友谊大道368号,114.33432769775391,30.576309204101563,114.32883453369141,30.578672409057617,0.0,
B001B0ISCH,洪山小学,420000,湖北省,027,武汉市,420114,蔡甸区,科教文化服务;学校;小学,141203,后官湖大道28附7号,114.137201,30.478081,114.131535862,30.4804288201,,
B001B0IZHB,新沟镇小学,420000,湖北省,027,武汉市,420112,东西湖区,科教文化服务;学校;小学,141203,新钩镇市场街85号,113.952554,30.695952,113.947057595,30.6985037598,,
B001B0IZKA,华中科技大学同济医学院护理学院,420000,湖北省,027,武汉市,420104,硚口区,科教文化服务;学校;高等院校,141201,航空路13号,114.262729,30.582937,114.257316324,30.5854005407,,
B001B0IZPE,武汉市第十二中学,420000,湖北省,027,武汉市,420103,江汉区,科教文化服务;学校;中学,141202,航空小路17号,114.259962,30.588743,114.254548434,30.591205557,4.5,
B001B0J021,武汉市第七十五中学,420000,湖北省,027,武汉市,420103,江汉区,科教文化服务;学校;中学,141202,民意街办事处自治街41号,114.27768,30.578989,114.272264158,30.5814426805,3.5,
B001B0J0BN,武汉市盲童学校,420000,湖北省,027,武汉市,420111,洪山区,科教文化服务;学校;学校,141200,石牌岭东2路3-20号,114.343126,30.522702,114.337628051,30.5250660666,3.5,
B001B0JGJD,大集中学,420000,湖北省,027,武汉市,420114,蔡甸区,科教文化服务;学校;中学,141202,钟陵街8号,114.050327,30.506360,114.044616675,30.5087205177,3.0,
B001B0JKBC,武汉市蔡甸区奓山街大东小学,420000,湖北省,027,武汉市,420114,蔡甸区,科教文化服务;学校;小学,141203,白鹤泉东街181号,114.03707,30.451282,114.031389046,30.4536878188,,
B001B0JLER,阳光小学,420000,湖北省,027,武汉市,420116,黄陂区,科教文化服务;学校;小学,141203,前川街潘家田,114.183483,30.966143,114.17790328,30.9683412189,3.0,
B001B16RLM,小星星幼儿园,420000,湖北省,027,武汉市,420113,汉南区,科教文化服务;学校;幼儿园,141204,百花街52号,114.079027,30.302216,114.073308085,30.3045755824,0.0,
B001B16SI9,武汉市仪表电子学校,420000,湖北省,027,武汉市,420115,江夏区,科教文化服务;学校;职业技术学校,141206,流芳园路1号,114.440686,30.464944,114.435205368,30.467293785,3.5,
B001B16T4Y,蔡甸区太山小学,420000,湖北省,027,武汉市,420114,蔡甸区,科教文化服务;学校;小学,141203,树藩大街333号,114.011378,30.584301,114.00574754,30.5867365075,,
B001B16X14,武汉科技大学城市学院北教学区,420000,湖北省,027,武汉市,420111,洪山区,科教文化服务;学校;高等院校,141201,东湖风景区街道黄家大湾特1号,114.42793899999999,30.588345,114.422421234,30.590637001899999,,
B001B16XPX,武汉市丰收艺术幼儿园,420000,湖北省,027,武汉市,420106,武昌区,科教文化服务;学校;幼儿园,141204,丰收村183号,114.301845,30.514600999999999,114.296411767,30.517043858899999,0.0,
B001B051E8,神龙小学,420000,湖北省,027,武汉市,420114,蔡甸区,科教文化服务;学校;小学,141203,[],114.17279815673828,30.495306015014648,114.16722869873047,30.497711181640625,,
B001B05C7C,武汉市汉南区纱帽中学,420000,湖北省,027,武汉市,420113,汉南区,科教文化服务;学校;中学,141202,纱帽正街488号,114.077472,30.313602,114.071752485,30.3159616471,3.5,
B001B0665F,武汉市第二十五中学,420000,湖北省,027,武汉市,420106,武昌区,科教文化服务;学校;中学,141202,民主路608号,114.322715,30.54277,114.317248269,30.5451660874,3.5,
B001B05D87,武汉市汉南区纱帽山小学,420000,湖北省,027,武汉市,420113,汉南区,科教文化服务;学校;小学,141203,汉南大道435,114.084108,30.312675,114.078387704,30.315029563,,
B001B06178,华中科技大学同济医学院,420000,湖北省,027,武汉市,420104,硚口区,科教文化服务;学校;高等院校,141201,航空路13号,114.260995,30.582493,114.255582157,30.5849575069,4.5,
B001B06TJ5,广埠屯小学,420000,湖北省,027,武汉市,420111,洪山区,科教文化服务;学校;小学,141203,珞瑜路203号,114.364484,30.523656,114.358957074,30.52598469,,
B001B08L8I,武汉市第四十九中学(红钢二街),420000,湖北省,027,武汉市,420107,青山区,科教文化服务;学校;中学,141202,红钢二街31号,114.405615,30.647527,114.400065146,30.6497803585,4.0,
B001B08M4I,东西湖吴家山第一小学,420000,湖北省,027,武汉市,420112,东西湖区,科教文化服务;学校;小学,141203,园丁街1号,114.132885,30.628752,114.127196485,30.6310415473,,
B001B08KRE,单洞新村小学,420000,湖北省,027,武汉市,420103,江汉区,科教文化服务;学校;小学,141203,单洞三路1号(近精武鸭脖),114.279931,30.583348,114.274513477,30.5857976815,,
B001B08RHX,武汉开放大学(新洲区分校),420000,湖北省,027,武汉市,420117,新洲区,科教文化服务;学校;成人教育,141205,邾城街永安大道357号,114.809145,30.84468,114.80393146,30.8470710754,3.0,
B001B090QN,江夏一中,420000,湖北省,027,武汉市,420115,江夏区,科教文化服务;学校;中学,141202,江夏大道160号,114.337394,30.362641,114.33191896,30.3650540198,4.0,
B001B091F0,金口街马蹄口成人文化技术学校,420000,湖北省,027,武汉市,420115,江夏区,科教文化服务;学校;成人教育,141205,金口街马蹄口小学附近金口马蹄口小学附近金口街,114.152567,30.235461000000001,114.14696279899999,30.237872570299999,,
B001B0925R,锦绣幼儿园(鹦鹉小道),420000,湖北省,027,武汉市,420105,汉阳区,科教文化服务;学校;幼儿园,141204,鹦鹉小道1号4栋附4号,114.269955,30.541285,114.264545367,30.5437589005,0.0,
B001B0JMRJ,太阳花幼儿园(建设新村路),420000,湖北省,027,武汉市,420102,江岸区,科教文化服务;学校;幼儿园,141204,建设新村155号,114.320134,30.641668,114.314662841,30.644030851,0.0,
B001B0JMUL,武汉化学工业区建设中心小学,420000,湖北省,027,武汉市,420111,洪山区,科教文化服务;学校;小学,141203,胡澈村小区64,114.463007,30.644748,114.457573894,30.6470816903,,
B001B0JN1N,武汉市青山区钢城第十四小学,420000,湖北省,027,武汉市,420107,青山区,科教文化服务;学校;小学,141203,胜英路与青化路交叉口西北50米,114.50999450683594,30.600681304931641,114.50473785400391,30.603168487548828,,
B001B0JPEU,武汉市第二十三中学,420000,湖北省,027,武汉市,420105,汉阳区,科教文化服务;学校;中学,141202,十里铺芳草路2号,114.216388,30.554659,114.210927015,30.5571158734,3.5,
B001B0JQW9,东方红第二小学,420000,湖北省,027,武汉市,420104,硚口区,科教文化服务;学校;小学,141203,云鹤二村13,114.223133,30.604965,114.217680633,30.6074102471,,
B001B0JRWS,武汉市德才幼儿园,420000,湖北省,027,武汉市,420105,汉阳区,科教文化服务;学校;幼儿园,141204,二桥街水仙里234号,114.203782,30.565926,114.198291652,30.5683619326,0.0,
B001B0JSD8,柴林幼儿园,420000,湖北省,027,武汉市,420107,青山区,科教文化服务;学校;幼儿园,141204,南干渠路8号附近,114.365631,30.613427,114.360095001,30.6157215085,0.0,
B001B0JYJ3,摇篮幼儿园,420000,湖北省,027,武汉市,420105,汉阳区,科教文化服务;学校;幼儿园,141204,倒口南村140号,114.248741,30.522801,114.243328039,30.5252886893,0.0,
B001B0JYLR,武汉市光谷第六小学,420000,湖北省,027,武汉市,420111,洪山区,科教文化服务;学校;小学,141203,关南路6号,114.412102,30.472938,114.406572632,30.4752550984,,
B001B0JZFH,三潭路幼儿园,420000,湖北省,027,武汉市,420115,江夏区,科教文化服务;学校;幼儿园,141204,三潭路59号,114.314182,30.336264,114.308746516,30.3387249953,0.0,
