ID,NAME,PROVINCECODE,PROVINCE,CITYCODE,CITY,COUNTYCODE,COUNTY,TYPE,TYPECODE,ADDRESS,XGCJ,YGCJ,XWGS,YWGS,RATE,COST
B001B08HVG,蔡店乡卫生院计免接种门诊,420000,湖北省,027,武汉市,420116,黄陂区,医疗保健服务;诊所;诊所,090300,蔡店街195号附近,114.298680,31.288370,114.293183108,31.2904297019,,
B001B08I58,武汉市硚口区妇幼保健院,420000,湖北省,027,武汉市,420104,硚口区,医疗保健服务;专科医院;专科医院,090200,易家街工农路6号,114.164618,30.612862,114.15901484,30.6152102891,,
B001B08XTI,武汉同济生殖医学专科医院,420000,湖北省,027,武汉市,420102,江岸区,医疗保健服务;专科医院;专科医院,090200,汉口三阳路128号,114.300865,30.599172,114.295425735,30.6015867243,,
B001B09YBU,爱华诊所,420000,湖北省,027,武汉市,420104,硚口区,医疗保健服务;诊所;诊所,090300,玉带正街106号附近,114.259310,30.571607,114.253897768,30.57407622,,
B001B0IV83,武昌太和中医内科诊所,420000,湖北省,027,武汉市,420106,武昌区,医疗保健服务;诊所;诊所,090300,雅安街175号,114.317033,30.509900,114.311578164,30.5123173826,,
B001B0IYAF,武汉红桥脑科医院急诊,420000,湖北省,027,武汉市,420102,江岸区,医疗保健服务;专科医院;脑科医院,090208,花桥街办事处发展大道393号,114.277858,30.620865,114.272438453,30.623302036,,
B001B0IZS0,武汉艾格眼科医院(汉口院),420000,湖北省,027,武汉市,420102,江岸区,医疗保健服务;专科医院;眼科医院,090203,竹叶山发展大道403号,114.279704,30.621662,114.274283315,30.6240967707,3.0,
B001B0JG17,武汉九州通医院,420000,湖北省,027,武汉市,420105,汉阳区,医疗保健服务;综合医院;综合医院,090100,九州通大厦1层,114.204072,30.549681,114.198583767,30.5521230974,,
B001B0JGBB,江夏区金口中心卫生院,420000,湖北省,027,武汉市,420115,江夏区,医疗保健服务;综合医院;卫生院,090102,文港路与凤凰山路交叉处附近,114.135136,30.336297,114.129478475,30.3386710316,,
B001B0JK7N,武汉燕岭医院,420000,湖北省,027,武汉市,420112,东西湖区,医疗保健服务;综合医院;综合医院,090100,油纱路126,113.98285,30.682067,113.977287728,30.6845468938,,
B001B0JNLH,汉南区妇幼保健所,420000,湖北省,027,武汉市,420113,汉南区,医疗保健服务;专科医院;专科医院,090200,纱帽街兴城大道388号,114.077316,30.317325,114.071596204,30.3196843355,,
B001B0AYVF,江城童医师诊所,420000,湖北省,027,武汉市,420105,汉阳区,医疗保健服务;诊所;诊所,090300,洲头二村61附近,114.256135,30.524272,114.250725881,30.5267584306,,
B001B0B7TB,武汉市皮肤病防治院母婴室,420000,湖北省,027,武汉市,420104,硚口区,医疗保健服务;专科医院;整形美容|医疗保健服务;疾病预防机构;疾病预防,090201|090500,皮防所2楼洗手间旁,114.26858520507812,30.567905426025391,114.26317596435547,30.570371627807617,,
B001B0JVDX,硚口王怀珠西医内科诊所,420000,湖北省,027,武汉市,420104,硚口区,医疗保健服务;诊所;诊所,090300,建设大道310号附近,114.249007,30.583073,114.243589041,30.5855397284,,
B001B0K114,武汉市新洲区邾城街城东村卫生室,420000,湖北省,027,武汉市,420117,新洲区,医疗保健服务;诊所;诊所,090300,城关镇城东村邾城街,114.814339,30.844053,114.809135899,30.8464536779,,
B001B0K1SK,健齿口腔,420000,湖北省,027,武汉市,420112,东西湖区,医疗保健服务;专科医院;口腔医院,090202,恒春巷18附5,114.135286,30.620978,114.129603689,30.6232739881,3.5,
B001B0K371,纸坊街龙井社区卫生服务站,420000,湖北省,027,武汉市,420115,江夏区,医疗保健服务;综合医院;卫生院,090102,兴新街53号,114.32115936279297,30.344369888305664,114.31571197509766,30.34681510925293,,
B001B0I26Y,同济医学院门诊部,420000,湖北省,027,武汉市,420104,硚口区,医疗保健服务;诊所;诊所,090300,航空路13号华中科技大学同济医学院,114.259855,30.585855,114.254441661,30.5883186997,,
B001B0K6DQ,罗汉寺街周寨村卫生室,420000,湖北省,027,武汉市,420116,黄陂区,医疗保健服务;综合医院;卫生院|医疗保健服务;诊所;诊所,090102|090300,[],114.287887,30.933446,114.282432993,30.9357082921,,
B001B0K6S0,祁家湾街上张村卫生室,420000,湖北省,027,武汉市,420116,黄陂区,医疗保健服务;诊所;诊所,090300,084乡道东50米,114.278946,30.914552,114.273500359,30.9168359915,,
B001B0K6WY,罗汉街隆兴村卫生所,420000,湖北省,027,武汉市,420116,黄陂区,医疗保健服务;诊所;诊所,090300,祁家湾57号,114.325955,31.022172,114.320441077,31.0243176962,,
B001B0K6ZK,黄陂区天河街道卫生院,420000,湖北省,027,武汉市,420116,黄陂区,医疗保健服务;综合医院;卫生院,090102,天河街河露街38号,114.218902,30.803338,114.213424454,30.8056837983,,
B001B15PFY,马畈村卫生室,420000,湖北省,027,武汉市,420117,新洲区,医疗保健服务;诊所;诊所,090300,402县道北50米,114.872450,30.935014,114.86734747,30.9374600374,,
B001B15PSN,张湾街华英村卫生室,420000,湖北省,027,武汉市,420114,蔡甸区,医疗保健服务;诊所;诊所,090300,张湾街道柏林镇华英小学西350米,113.964642,30.577895,113.959132369,30.5804686199,,
B001B15QZ4,六指街大咀村卫生室,420000,湖北省,027,武汉市,420116,黄陂区,医疗保健服务;诊所;诊所,090300,大咀店161号,114.463931,30.799868,114.458487424,30.8021272847,,
B001B15SEB,长青综合门诊部,420000,湖北省,027,武汉市,420104,硚口区,医疗保健服务;诊所;诊所,090300,古田四路32附26号,114.21401214599609,30.593013763427734,114.20854187011719,30.595453262329102,,
B001B1600H,左岭镇甲铺岭村卫生室,420000,湖北省,027,武汉市,420111,洪山区,医疗保健服务;诊所;诊所,090300,甲铺岭街11,114.608569,30.496515,114.603520421,30.4991883469,,
B001B160JB,洪山区花山镇吴桥村卫生室,420000,湖北省,027,武汉市,420111,洪山区,医疗保健服务;诊所;诊所,090300,吴徐路南150米,114.553191,30.571686,114.548076366,30.5742934405,,
B001B0IGZB,同济医学院社区卫生服务站,420000,湖北省,027,武汉市,420104,硚口区,医疗保健服务;综合医院;卫生院,090102,宝丰二路5附22,114.254974,30.581365,114.249559511,30.5838318349,,
B001B16DJ2,吕国英口腔诊所,420000,湖北省,027,武汉市,420107,青山区,医疗保健服务;专科医院;口腔医院,090202,建设一路31-20号(58街坊门面),114.374208,30.620329,114.368663547,30.6226100115,,
B001B16GUS,洪山区洪山街先建村卫生室,420000,湖北省,027,武汉市,420111,洪山区,医疗保健服务;诊所;诊所,090300,洪山街,114.349696,30.460272,114.344193593,30.4626422876,,
B001B16LKQ,汪集街蔡湾村卫生室,420000,湖北省,027,武汉市,420117,新洲区,医疗保健服务;诊所;诊所,090300,018乡道北50米,114.68570709228516,30.772125244140625,114.68051147460937,30.774566650390625,,
B001B0IWK0,江汉区唐家墩街八古墩社区卫生服务站,420000,湖北省,027,武汉市,420103,江汉区,医疗保健服务;诊所;诊所,090300,发展大道299-4号,114.271766,30.620230,114.266349093,30.6226728935,,
B001B0JGZ4,二桥街知音西苑社区卫生服务站,420000,湖北省,027,武汉市,420105,汉阳区,医疗保健服务;综合医院;卫生院,090102,玫瑰街165号附近,114.208735,30.566443,114.203256354,30.5688859004,,
B001B0JKZ2,武汉市第三医院(光谷关山院区),420000,湖北省,027,武汉市,420111,洪山区,医疗保健服务;综合医院;三级甲等医院,090101,关山大道,114.411099,30.498943,114.40556642,30.5012523625,2.0,
B001B16QKP,武汉航运医院,420000,湖北省,027,武汉市,420103,江汉区,医疗保健服务;综合医院;综合医院,090100,民权路6号,114.293534,30.570299,114.288105896,30.5727360491,3.5,
B001B16RGD,三里镇东河村卫生室,420000,湖北省,027,武汉市,420116,黄陂区,医疗保健服务;诊所;诊所,090300,[],114.417031,30.788531,114.41147936,30.7907195922,,
B001B04C10,武汉爱尔眼科医院湖北总院,420000,湖北省,027,武汉市,420106,武昌区,医疗保健服务;专科医院;眼科医院,090203,中山路481号,114.319147,30.539454,114.313686275,30.5418579589,,
B001B0579C,武汉市按摩医院武昌分院,420000,湖北省,027,武汉市,420106,武昌区,医疗保健服务;专科医院;专科医院,090200,粮道街52附2号,114.304973,30.548037000000001,114.299532704,30.5504636776,,
B001B08B9K,夏小中医院,420000,湖北省,027,武汉市,420103,江汉区,医疗保健服务;综合医院;综合医院,090100,发展大道181号小中大厦,114.252479,30.613722,114.247060529,30.6161765745,,
B001B08BO8,泰华口腔,420000,湖北省,027,武汉市,420103,江汉区,医疗保健服务;专科医院;口腔医院,090202,香港路241附7号,114.279098,30.608250,114.273678836,30.6106908799,3.5,
B001B08ILP,长江医院,420000,湖北省,027,武汉市,420102,江岸区,医疗保健服务;综合医院;综合医院,090100,黄孝河路146号,114.286315,30.618747,114.280889709,30.6211751761,4.5,
B001B0495C,武汉卫民门诊部,420000,湖北省,027,武汉市,420105,汉阳区,医疗保健服务;诊所;诊所,090300,汉阳马沧湖路42号,114.249771,30.550020,114.2443564,30.5524986753,3.5,
B001B065C1,武汉市第八医院,420000,湖北省,027,武汉市,420102,江岸区,医疗保健服务;综合医院;综合医院,090100,中山大道1307号,114.305792,30.603633,114.30034577,30.6060376906,3.0,
B001B06652,湖北省人民医院,420000,湖北省,027,武汉市,420106,武昌区,医疗保健服务;综合医院;三级甲等医院,090101,张之洞路99号,114.299119,30.535276,114.293687442,30.5377166637,4.0,
B001B0823P,杏林中医门诊部,420000,湖北省,027,武汉市,420103,江汉区,医疗保健服务;诊所;诊所,090300,明生路花楼街193号,114.290536,30.575135,114.285110583,30.5775745629,,
B001B08KTN,德国贝朗武汉协和人工关节外科中心,420000,湖北省,027,武汉市,420103,江汉区,医疗保健服务;综合医院;三级甲等医院,090101,解放大道1277号,114.275202,30.583495,114.269786981,30.5859493996,,
B001B08LT1,武汉东方医院,420000,湖北省,027,武汉市,420106,武昌区,医疗保健服务;综合医院;综合医院,090100,白沙洲大道邮政小区附近,114.300794,30.51768,114.295361856,30.5201236246,,
B001B08W4U,湖北省脑科中心,420000,湖北省,027,武汉市,420103,江汉区,医疗保健服务;专科医院;脑科医院,090208,唐家墩街街道菱角湖路11号,114.275107,30.604690,114.269690197,30.6071362705,,
B001B0908N,汉兴街社区卫生服务中心北区,420000,湖北省,027,武汉市,420103,江汉区,医疗保健服务;综合医院;卫生院,090102,汉兴街街道园丁苑姑嫂树路47号,114.26011800000001,30.631865999999999,114.25470075,30.634311125300002,,
B001B0JO0B,武钢乌龙泉矿医院,420000,湖北省,027,武汉市,420115,江夏区,医疗保健服务;综合医院;综合医院,090100,[],114.316952,30.263507,114.311518466,30.2659709567,,
B001B0JP48,武昌区妇幼保健院(首义四巷),420000,湖北省,027,武汉市,420106,武昌区,医疗保健服务;专科医院;专科医院,090200,首义四巷特1号,114.309975,30.537558,114.304528503,30.5399794688,,
B001B0K16I,长青街三支沟卫生室(三秀路),420000,湖北省,027,武汉市,420112,东西湖区,医疗保健服务;诊所;诊所,090300,三秀路91号三民小区旁,114.145985,30.616081,114.140329721,30.6183950726,,
B001B0K4ZG,辛冲镇邢榨村卫生室,420000,湖北省,027,武汉市,420117,新洲区,医疗保健服务;诊所;诊所,090300,辛冲镇河东小学东南50米,114.844639,30.785090,114.839503574,30.7875794413,,
B001B0K57Z,辛冲镇于河村卫生室,420000,湖北省,027,武汉市,420117,新洲区,医疗保健服务;诊所;诊所,090300,干河村正东方向40米,114.85322570800781,30.799610137939453,114.84810638427734,30.802106857299805,,
B001B0460B,水塔街社区卫生服务中心预防接种门诊,420000,湖北省,027,武汉市,420103,江汉区,医疗保健服务;综合医院;卫生院,090102,前进四路74号,114.286672,30.579816,114.281249761,30.5822590013,,
B001B06OVX,科盾门诊,420000,湖北省,027,武汉市,420102,江岸区,医疗保健服务;诊所;诊所,090300,永清路27附2号,114.300981,30.610640,114.295540595,30.6130499716,,
B001B08Y9C,武汉市黄陂区人民医院蔡店分院,420000,湖北省,027,武汉市,420116,黄陂区,医疗保健服务;综合医院;综合医院,090100,蔡店街195号附近,114.298882,31.288319,114.293384863,31.2903784011,,
B001B15OT5,邾城街城西村卫生室,420000,湖北省,027,武汉市,420117,新洲区,医疗保健服务;诊所;诊所,090300,新李路南50米,114.780413,30.846817000000001,114.775152373,30.8491652206,,
B001B15OWX,木兰乡七里冲村卫生室,420000,湖北省,027,武汉市,420116,黄陂区,医疗保健服务;诊所;诊所,090300,木兰乡,114.464006,31.154884,114.458531514,31.1569420108,,
B001B15PB4,索河镇嵩阳村卫生室,420000,湖北省,027,武汉市,420114,蔡甸区,医疗保健服务;诊所;诊所,090300,索河镇,113.870337,30.502122,113.864837528,30.5047862382,,
B001B15QGD,旧街街新集社区卫生服务站,420000,湖北省,027,武汉市,420117,新洲区,医疗保健服务;综合医院;卫生院|医疗保健服务;诊所;诊所,090102|090300,旧街街道集宝路109号,114.951644,30.895737,114.946490426,30.8981686183,,
B001B08V1A,青山区红钢城街社区卫生服务中心,420000,湖北省,027,武汉市,420107,青山区,医疗保健服务;综合医院;卫生院,090102,红钢四街5号,114.401473,30.637129,114.395921828,30.6393866362,,
B001B09064,江汉傅云兰妇科诊所,420000,湖北省,027,武汉市,420103,江汉区,医疗保健服务;专科医院;妇科医院|医疗保健服务;诊所;诊所,090209|090300,常青街办事处复兴村振兴路19号,114.242798,30.605263,114.237372976,30.6077202487,,
B001B09APN,青山区冶金街社区卫生服务中心,420000,湖北省,027,武汉市,420107,青山区,医疗保健服务;综合医院;卫生院,090102,随州街30附2号,114.406219,30.625297,114.400671493,30.6275599396,,
B001B0A0WL,凤凰台社区卫生服务站,420000,湖北省,027,武汉市,420117,新洲区,医疗保健服务;综合医院;卫生院,090102,齐安大道149号,114.803832,30.831255,114.79860942,30.8336445772,,
B001B0A4W2,洪山胡兴德口腔科诊所,420000,湖北省,027,武汉市,420111,洪山区,医疗保健服务;诊所;诊所,090300,雄楚大道757号,114.394119,30.499618,114.388577974,30.5019269461,,
B001B0AD7R,武钢二医院(钢洲门诊部),420000,湖北省,027,武汉市,420107,青山区,医疗保健服务;诊所;诊所,090300,友谊大道934号,114.380504,30.616302,114.374955844,30.6185783581,,
B001B0AV0Z,钢花街西区社区卫生服务中心,420000,湖北省,027,武汉市,420107,青山区,医疗保健服务;综合医院;卫生院,090102,建港南街34号,114.378377,30.620346,114.372829686,30.6226226737,3.5,
B001B0AV8S,卫生间,420000,湖北省,027,武汉市,420116,黄陂区,医疗保健服务;诊所;诊所,090300,牌楼街与演武街交叉路口往东南约260米,114.472358,31.095847,114.466917159,31.0979582735,,
B001B0B2JH,江汉区北湖街社区卫生服务中心,420000,湖北省,027,武汉市,420103,江汉区,医疗保健服务;综合医院;卫生院,090102,北湖路6号,114.274528,30.600366,114.269111816,30.6028145136,,
B001B0B6ZI,民意街仁厚社区卫生服务站,420000,湖北省,027,武汉市,420103,江汉区,医疗保健服务;综合医院;卫生院,090102,仁厚里58号,114.27688598632812,30.578771591186523,114.27147674560547,30.581226348876953,3.0,
B001B0BKC6,众康中医门诊部,420000,湖北省,027,武汉市,420106,武昌区,医疗保健服务;诊所;诊所,090300,团结大道团结新村,114.347676,30.581544,114.342166014,30.5838794669,,
B001B0AACS,清华阳光口腔,420000,湖北省,027,武汉市,420105,汉阳区,医疗保健服务;专科医院;口腔医院,090202,汉阳大道630号A栋1门2号,114.227801,30.557599,114.222360677,30.560066139,,
B001B15YOG,张湾街庙前村卫生室,420000,湖北省,027,武汉市,420114,蔡甸区,医疗保健服务;诊所;诊所,090300,树藩大街33号,113.991475,30.584539,113.985898437,30.5870345721,,
B001B15YQM,玉笋村卫生室,420000,湖北省,027,武汉市,420114,蔡甸区,医疗保健服务;诊所;诊所,090300,严家岭39,114.000089,30.529141,113.994493906,30.5316299702,,
B001B15ZG3,木兰乡刘咀村卫生室,420000,湖北省,027,武汉市,420116,黄陂区,医疗保健服务;诊所;诊所,090300,刘咀村村委会附近,114.41897400000001,31.115673999999999,114.413395799,31.117677115199999,,
B001B1609L,世纪家园社区卫生服务站,420000,湖北省,027,武汉市,420102,江岸区,医疗保健服务;综合医院;卫生院,090102,后湖南路5附29号,114.294035,30.641144,114.288600234,30.6435520841,3.5,
B001B0AVJ4,武汉市公教口腔专科门诊部,420000,湖北省,027,武汉市,420102,江岸区,医疗保健服务;专科医院;口腔医院,090202,一元街办事处洞庭街17号,114.296332,30.578770,114.29090003,30.5811997197,,
B001B0BF8U,武汉新意门诊部,420000,湖北省,027,武汉市,420106,武昌区,医疗保健服务;诊所;诊所,090300,白沙洲大道345号(豪情大酒店旁),114.297298,30.508124,114.291870984,30.5105761461,,
B001B09OJB,杨园街社区卫生服务中心,420000,湖北省,027,武汉市,420106,武昌区,医疗保健服务;综合医院;卫生院,090102,和平大道741号,114.343602,30.600570,114.338096539,30.6029054481,,
B001B0AD90,洪山罗功建西医外科诊所,420000,湖北省,027,武汉市,420111,洪山区,医疗保健服务;诊所;诊所,090300,团结大道1009附5号,114.354910,30.587115,114.349389259,30.5894360465,,
B001B0ARHA,长航总医院感染科门诊,420000,湖北省,027,武汉市,420102,江岸区,医疗保健服务;诊所;诊所,090300,惠济路1号,114.287024,30.605619,114.28159923,30.6080515761,,
B001B0B82U,武汉市普仁江岸医院,420000,湖北省,027,武汉市,420102,江岸区,医疗保健服务;综合医院;综合医院,090100,徐州三村61号,114.328516,30.63521,114.323031797,30.6375596399,,
B001B0BDGW,武昌区南湖街社区卫生服务中心,420000,湖北省,027,武汉市,420106,武昌区,医疗保健服务;综合医院;卫生院,090102,南湖街办事处瑞安街104号,114.317340,30.512637,114.311884446,30.5150529696,,
B001B0BDL2,武汉钢铁(集团)公司第二职工医院北院区,420000,湖北省,027,武汉市,420107,青山区,医疗保健服务;综合医院;综合医院,090100,红钢城红钢三街23号,114.403845,30.642964,114.398294489,30.6452191572,,
B001B03357,新洲区新集镇卫生院,420000,湖北省,027,武汉市,420117,新洲区,医疗保健服务;综合医院;卫生院,090102,集宝路109号,114.951700,30.895869,114.946546267,30.8983004226,,
B001B03E61,协和医院湖北省急救中心,420000,湖北省,027,武汉市,420103,江汉区,医疗保健服务;综合医院;三级甲等医院|医疗保健服务;急救中心;急救中心,090101|090400,汉口解放大道1277号,114.27417699999999,30.583044999999998,114.26876245,30.585500507199999,,
B001B051DD,珞南街金桥社区卫生服务站,420000,湖北省,027,武汉市,420111,洪山区,医疗保健服务;综合医院;卫生院,090102,卓刀泉北路38号,114.369955,30.520323999999999,114.364422867,30.5226464934,,
B001B0I6WA,武汉交通职业学院医院,420000,湖北省,027,武汉市,420111,洪山区,医疗保健服务;诊所;诊所,090300,白沙洲大道6号,114.268167,30.427608,114.262767453,30.4301150302,,
B001B0II4A,122交通事故急救中心,420000,湖北省,027,武汉市,420102,江岸区,医疗保健服务;急救中心;急救中心,090400,香港路80号,114.289780,30.600179,114.284353162,30.6026100511,,
B001B0IINX,江岸区大智街北社区卫生服务中心,420000,湖北省,027,武汉市,420102,江岸区,医疗保健服务;综合医院;卫生院,090102,大智街办事处保成路118,114.288567,30.584768,114.283142638,30.5872066478,,
B001B0I0O7,武汉市中心医院(后湖院区),420000,湖北省,027,武汉市,420103,江汉区,医疗保健服务;综合医院;三级甲等医院,090101,姑嫂树16号,114.265498,30.628439,114.260081462,30.6308829029,3.0,
B001B0I232,武汉市第八医院南院,420000,湖北省,027,武汉市,420102,江岸区,医疗保健服务;综合医院;综合医院,090100,友益街18号(近常青广场好又多超市),114.29586029052734,30.590930938720703,114.29042816162109,30.593357086181641,,
B001B0I60N,武昌区珞珈山街社区卫生服务中心,420000,湖北省,027,武汉市,420111,洪山区,医疗保健服务;综合医院;卫生院|医疗保健服务;诊所;诊所,090102|090300,八一路463附33号,114.37145233154297,30.530550003051758,114.36591339111328,30.532867431640625,,
B001B0IMCX,武汉爱尔眼科医院汉口医院,420000,湖北省,027,武汉市,420103,江汉区,医疗保健服务;专科医院;眼科医院,090203,马场路328号,114.25794,30.612988,114.252523848,30.6154417156,3.5,
B001B0IYOI,武汉市金银潭医院,420000,湖北省,027,武汉市,420112,东西湖区,医疗保健服务;综合医院;三级甲等医院,090101,银潭路1号,114.284926,30.666882,114.279497701,30.6692911177,3.0,
B001B03908,立新中医门诊(蔡家田店),420000,湖北省,027,武汉市,420102,江岸区,医疗保健服务;诊所;诊所,090300,江大路298号蔡家田A区(蔡家田小学隔壁),114.277480,30.618591,114.272060852,30.621029355,3.5,
B001B0J6F2,武汉天安医院,420000,湖北省,027,武汉市,420104,硚口区,医疗保健服务;专科医院;专科医院,090200,宝丰一路57号,114.252742,30.579527,114.247326613,30.5819948824,2.0,
B001B06ZKQ,六指卫生院,420000,湖北省,027,武汉市,420116,黄陂区,医疗保健服务;综合医院;卫生院,090102,六指镇什仔大道223号,114.497728,30.884639,114.492399982,30.8869457857,,
B001B07JBE,华中科技大学同济医学院附属同济医院,420000,湖北省,027,武汉市,420104,硚口区,医疗保健服务;综合医院;三级甲等医院,090101,解放大道1095号,114.259913,30.579561,114.254500214,30.5820270493,3.5,
B001B08J2K,邾城街蔡濠村卫生室,420000,湖北省,027,武汉市,420117,新洲区,医疗保健服务;诊所;诊所,090300,永安大道433号,114.808770,30.850687,114.803555213,30.8530740164,,
B001B08NNA,福康医院名老中医坐诊,420000,湖北省,027,武汉市,420116,黄陂区,医疗保健服务;专科医院;骨科医院,090206,民安街21号,114.376874,30.867082,114.371305907,30.8692355046,,
B001B0JHY0,古田门诊,420000,湖北省,027,武汉市,420104,硚口区,医疗保健服务;诊所;诊所,090300,解放大道109附57号,114.201064,30.595715,114.195564327,30.5981355925,,
B001B0JK8J,径河街卫生院,420000,湖北省,027,武汉市,420112,东西湖区,医疗保健服务;综合医院;卫生院,090102,十字西街60号,114.16192,30.677601,114.156303359,30.6799161797,,
B001B0JKN9,前川街向阳社区卫生室,420000,湖北省,027,武汉市,420116,黄陂区,医疗保健服务;诊所;诊所,090300,前川街向阳村石阳路39号,114.368773,30.865504,114.363211656,30.8676677523,,
B001B0JL61,王家河镇卫生院长堰分院,420000,湖北省,027,武汉市,420116,黄陂区,医疗保健服务;综合医院;卫生院,090102,长堰村,114.451857,31.007569,114.446358129,31.0096808849,,
B001B0JLPE,黄陂区三里镇卫生院,420000,湖北省,027,武汉市,420116,黄陂区,医疗保健服务;综合医院;卫生院,090102,银湖大街293-附3,114.424636,30.780417,114.419095824,30.7826162389,,
B001B0JQR4,武汉梧桐妇产医院,420000,湖北省,027,武汉市,420111,洪山区,医疗保健服务;专科医院;妇科医院,090209,祥丰路108附9号,114.380357,30.612760,114.374809231,30.6150379306,,
B001B0IVDB,博华口腔,420000,湖北省,027,武汉市,420111,洪山区,医疗保健服务;专科医院;口腔医院|医疗保健服务;诊所;诊所,090202|090300,汪家墩徐东大街97号龙潭大厦6层A605,114.352070,30.584210,114.346553421,30.5865368697,4.0,
B001B0IZF9,武汉市新洲区李集街卫生院,420000,湖北省,027,武汉市,420117,新洲区,医疗保健服务;综合医院;卫生院,090102,大万湾65,114.679034,30.873311,114.673844133,30.8757092552,,
B001B0IZZY,湖北省第三人民医院,420000,湖北省,027,武汉市,420104,硚口区,医疗保健服务;综合医院;三级甲等医院,090101,中山大道26号,114.25358,30.568921,114.248165949,30.5713926804,3.0,
B001B044AB,武汉市新洲区龙王咀卫生院,420000,湖北省,027,武汉市,420117,新洲区,医疗保健服务;综合医院;卫生院,090102,兴龙街80号附近,114.670587,30.593951,114.665438583,30.5965042584,,
B001B051CB,建桥街社区卫生服务中心,420000,湖北省,027,武汉市,420105,汉阳区,医疗保健服务;综合医院;卫生院,090102,建桥新村118号,114.275421,30.551317,114.270008652,30.5537828463,,
B001B08BPW,万松街社区卫生服务中心北区,420000,湖北省,027,武汉市,420103,江汉区,医疗保健服务;综合医院;卫生院,090102,雪松路万松小区60栋,114.268565,30.592953000000001,114.26315119900001,30.595409221000001,3.0,
B001B16ZPX,武汉南大门综合医院,420000,湖北省,027,武汉市,420111,洪山区,医疗保健服务;综合医院;综合医院,090100,马湖村,114.328618,30.485525,114.323146614,30.4879275335,2.0,
B001B17CKI,黄陂区前川街解放村卫生室,420000,湖北省,027,武汉市,420116,黄陂区,医疗保健服务;诊所;诊所,090300,[],114.356549,30.863365,114.351001835,30.8655476811,,
B001B17DIY,李集街西峰村卫生室,420000,湖北省,027,武汉市,420117,新洲区,医疗保健服务;诊所;诊所,090300,谢家堰湾113号,114.739914,30.888465,114.73463341,30.8907748221,,
B001B17EEA,东湖新技术开发区九峰街社区卫生服务中心,420000,湖北省,027,武汉市,420111,洪山区,医疗保健服务;综合医院;卫生院,090102,九峰街王家店7号,114.477723,30.504771,114.472352571,30.5071952147,,
